intent,question,response
food_nutrition_query,Is Pin wheel sandwich healthy?,"Most foods provide essential nutrients when consumed in balanced amounts. Check nutrition labels for calorie, protein, carb, and fat content. Consider portion sizes and frequency of consumption. Whole foods are generally more nutritious than processed alternatives."
food_nutrition_query,Nutrition facts of Pin wheel sandwich,"Most foods provide essential nutrients when consumed in balanced amounts. Check nutrition labels for calorie, protein, carb, and fat content. Consider portion sizes and frequency of consumption. Whole foods are generally more nutritious than processed alternatives."
food_nutrition_query,How much protein is in Pin wheel sandwich?,"Most foods provide essential nutrients when consumed in balanced amounts. Check nutrition labels for calorie, protein, carb, and fat content. Consider portion sizes and frequency of consumption. Whole foods are generally more nutritious than processed alternatives."
food_nutrition_query,Can I eat Pin wheel sandwich for weight loss?,"Most foods provide essential nutrients when consumed in balanced amounts. Check nutrition labels for calorie, protein, carb, and fat content. Consider portion sizes and frequency of consumption. Whole foods are generally more nutritious than processed alternatives."
food_nutrition_query,Calories in Carrot apple sandwich (Gajar aur seb ka sandwich)?,"Most foods provide essential nutrients when consumed in balanced amounts. Check nutrition labels for calorie, protein, carb, and fat content. Consider portion sizes and frequency of consumption. Whole foods are generally more nutritious than processed alternatives."
food_nutrition_query,Is Carrot apple sandwich (Gajar aur seb ka sandwich) healthy?,"Most foods provide essential nutrients when consumed in balanced amounts. Check nutrition labels for calorie, protein, carb, and fat content. Consider portion sizes and frequency of consumption. Whole foods are generally more nutritious than processed alternatives."
food_nutrition_query,Nutrition facts of Carrot apple sandwich (Gajar aur seb ka sandwich),"Most foods provide essential nutrients when consumed in balanced amounts. Check nutrition labels for calorie, protein, carb, and fat content. Consider portion sizes and frequency of consumption. Whole foods are generally more nutritious than processed alternatives."
food_nutrition_query,How much protein is in Carrot apple sandwich (Gajar aur seb ka sandwich)?,"Most foods provide essential nutrients when consumed in balanced amounts. Check nutrition labels for calorie, protein, carb, and fat content. Consider portion sizes and frequency of consumption. Whole foods are generally more nutritious than processed alternatives."
food_nutrition_query,Can I eat Carrot apple sandwich (Gajar aur seb ka sandwich) for weight loss?,"Most foods provide essential nutrients when consumed in balanced amounts. Check nutrition labels for calorie, protein, carb, and fat content. Consider portion sizes and frequency of consumption. Whole foods are generally more nutritious than processed alternatives."
food_nutrition_query,Calories in Salami sandwich?,"Most foods provide essential nutrients when consumed in balanced amounts. Check nutrition labels for calorie, protein, carb, and fat content. Consider portion sizes and frequency of consumption. Whole foods are generally more nutritious than processed alternatives."
food_nutrition_query,Is Salami sandwich healthy?,"Most foods provide essential nutrients when consumed in balanced amounts. Check nutrition labels for calorie, protein, carb, and fat content. Consider portion sizes and frequency of consumption. Whole foods are generally more nutritious than processed alternatives."
food_nutrition_query,Nutrition facts of Salami sandwich,"Most foods provide essential nutrients when consumed in balanced amounts. Check nutrition labels for calorie, protein, carb, and fat content. Consider portion sizes and frequency of consumption. Whole foods are generally more nutritious than processed alternatives."
food_nutrition_query,How much protein is in Salami sandwich?,"Most foods provide essential nutrients when consumed in balanced amounts. Check nutrition labels for calorie, protein, carb, and fat content. Consider portion sizes and frequency of consumption. Whole foods are generally more nutritious than processed alternatives."
food_nutrition_query,Can I eat Salami sandwich for weight loss?,"Most foods provide essential nutrients when consumed in balanced amounts. Check nutrition labels for calorie, protein, carb, and fat content. Consider portion sizes and frequency of consumption. Whole foods are generally more nutritious than processed alternatives."
food_nutrition_query,Calories in Vegetable and mayonnaise sandwich?,"Most foods provide essential nutrients when consumed in balanced amounts. Check nutrition labels for calorie, protein, carb, and fat content. Consider portion sizes and frequency of consumption. Whole foods are generally more nutritious than processed alternatives."
food_nutrition_query,Is Vegetable and mayonnaise sandwich healthy?,"Most foods provide essential nutrients when consumed in balanced amounts. Check nutrition labels for calorie, protein, carb, and fat content. Consider portion sizes and frequency of consumption. Whole foods are generally more nutritious than processed alternatives."
food_nutrition_query,Nutrition facts of Vegetable and mayonnaise sandwich,"Most foods provide essential nutrients when consumed in balanced amounts. Check nutrition labels for calorie, protein, carb, and fat content. Consider portion sizes and frequency of consumption. Whole foods are generally more nutritious than processed alternatives."
food_nutrition_query,How much protein is in Vegetable and mayonnaise sandwich?,"Most foods provide essential nutrients when consumed in balanced amounts. Check nutrition labels for calorie, protein, carb, and fat content. Consider portion sizes and frequency of consumption. Whole foods are generally more nutritious than processed alternatives."
