intent,question,response,question_normalized,response_length,has_numbers
food_nutrition_query,Is Egg sandwich (Ande ka sandwich) healthy?,"For detailed nutritional information about Egg sandwich (Ande ka sandwich), check our food database which has calories, protein, carbs, fats, fiber, sodium, calcium, iron, and vitamin content per 100g serving. Ask me: 'calories in [food name]' or 'protein in [food name]' for specific data.",is egg sandwich ande ka sandwich healthy,290,True
food_nutrition_query,Nutrition facts of Egg sandwich (Ande ka sandwich),"For detailed nutritional information about Egg sandwich (Ande ka sandwich), check our food database which has calories, protein, carbs, fats, fiber, sodium, calcium, iron, and vitamin content per 100g serving. Ask me: 'calories in [food name]' or 'protein in [food name]' for specific data.",nutrition facts of egg sandwich ande ka sandwich,290,True
food_nutrition_query,How much protein is in Egg sandwich (Ande ka sandwich)?,"For detailed nutritional information about How much protein is in Egg sandwich (Ande ka sandwich), check our food database which has calories, protein, carbs, fats, fiber, sodium, calcium, iron, and vitamin content per 100g serving. Ask me: 'calories in [food name]' or 'protein in [food name]' for specific data.",how much protein is in egg sandwich ande ka sandwich,313,True
food_nutrition_query,Can I eat Egg sandwich (Ande ka sandwich) for weight loss?,"For detailed nutritional information about Can I eat Egg sandwich (Ande ka sandwich) for weight loss, check our food database which has calories, protein, carbs, fats, fiber, sodium, calcium, iron, and vitamin content per 100g serving. Ask me: 'calories in [food name]' or 'protein in [food name]' for specific data.",can i eat egg sandwich ande ka sandwich for weight loss,316,True
food_nutrition_query,Calories in Cucumber sandwich (Kheere ka sandwich)?,"For detailed nutritional information about Cucumber sandwich (Kheere ka sandwich), check our food database which has calories, protein, carbs, fats, fiber, sodium, calcium, iron, and vitamin content per 100g serving. Ask me: 'calories in [food name]' or 'protein in [food name]' for specific data.",calories in cucumber sandwich kheere ka sandwich,297,True
food_nutrition_query,Is Cucumber sandwich (Kheere ka sandwich) healthy?,"For detailed nutritional information about Cucumber sandwich (Kheere ka sandwich), check our food database which has calories, protein, carbs, fats, fiber, sodium, calcium, iron, and vitamin content per 100g serving. Ask me: 'calories in [food name]' or 'protein in [food name]' for specific data.",is cucumber sandwich kheere ka sandwich healthy,297,True
food_nutrition_query,Nutrition facts of Cucumber sandwich (Kheere ka sandwich),"For detailed nutritional information about Cucumber sandwich (Kheere ka sandwich), check our food database which has calories, protein, carbs, fats, fiber, sodium, calcium, iron, and vitamin content per 100g serving. Ask me: 'calories in [food name]' or 'protein in [food name]' for specific data.",nutrition facts of cucumber sandwich kheere ka sandwich,297,True
food_nutrition_query,How much protein is in Cucumber sandwich (Kheere ka sandwich)?,"For detailed nutritional information about How much protein is in Cucumber sandwich (Kheere ka sandwich), check our food database which has calories, protein, carbs, fats, fiber, sodium, calcium, iron, and vitamin content per 100g serving. Ask me: 'calories in [food name]' or 'protein in [food name]' for specific data.",how much protein is in cucumber sandwich kheere ka sandwich,320,True
food_nutrition_query,Can I eat Cucumber sandwich (Kheere ka sandwich) for weight loss?,"For detailed nutritional information about Can I eat Cucumber sandwich (Kheere ka sandwich) for weight loss, check our food database which has calories, protein, carbs, fats, fiber, sodium, calcium, iron, and vitamin content per 100g serving. Ask me: 'calories in [food name]' or 'protein in [food name]' for specific data.",can i eat cucumber sandwich kheere ka sandwich for weight loss,323,True
food_nutrition_query,Calories in Cheese and pineapple sandwich (Cheese aur ananas ka sandwich)?,"For detailed nutritional information about Cheese and pineapple sandwich (Cheese aur ananas ka sandwich), check our food database which has calories, protein, carbs, fats, fiber, sodium, calcium, iron, and vitamin content per 100g serving. Ask me: 'calories in [food name]' or 'protein in [food name]' for specific data.",calories in cheese and pineapple sandwich cheese aur ananas ka sandwich,320,True
food_nutrition_query,Is Cheese and pineapple sandwich (Cheese aur ananas ka sandwich) healthy?,"For detailed nutritional information about Cheese and pineapple sandwich (Cheese aur ananas ka sandwich), check our food database which has calories, protein, carbs, fats, fiber, sodium, calcium, iron, and vitamin content per 100g serving. Ask me: 'calories in [food name]' or 'protein in [food name]' for specific data.",is cheese and pineapple sandwich cheese aur ananas ka sandwich healthy,320,True
food_nutrition_query,Nutrition facts of Cheese and pineapple sandwich (Cheese aur ananas ka sandwich),"For detailed nutritional information about Cheese and pineapple sandwich (Cheese aur ananas ka sandwich), check our food database which has calories, protein, carbs, fats, fiber, sodium, calcium, iron, and vitamin content per 100g serving. Ask me: 'calories in [food name]' or 'protein in [food name]' for specific data.",nutrition facts of cheese and pineapple sandwich cheese aur ananas ka sandwich,320,True
food_nutrition_query,How much protein is in Cheese and pineapple sandwich (Cheese aur ananas ka sandwich)?,"For detailed nutritional information about How much protein is in Cheese and pineapple sandwich (Cheese aur ananas ka sandwich), check our food database which has calories, protein, carbs, fats, fiber, sodium, calcium, iron, and vitamin content per 100g serving. Ask me: 'calories in [food name]' or 'protein in [food name]' for specific data.",how much protein is in cheese and pineapple sandwich cheese aur ananas ka sandwich,343,True
food_nutrition_query,Can I eat Cheese and pineapple sandwich (Cheese aur ananas ka sandwich) for weight loss?,"For detailed nutritional information about Can I eat Cheese and pineapple sandwich (Cheese aur ananas ka sandwich) for weight loss, check our food database which has calories, protein, carbs, fats, fiber, sodium, calcium, iron, and vitamin content per 100g serving. Ask me: 'calories in [food name]' or 'protein in [food name]' for specific data.",can i eat cheese and pineapple sandwich cheese aur ananas ka sandwich for weight loss,346,True
food_nutrition_query,Calories in Cheese and tomato sandwich (Cheese aur tamatar ke sandwich)?,"For detailed nutritional information about Cheese and tomato sandwich (Cheese aur tamatar ke sandwich), check our food database which has calories, protein, carbs, fats, fiber, sodium, calcium, iron, and vitamin content per 100g serving. Ask me: 'calories in [food name]' or 'protein in [food name]' for specific data.",calories in cheese and tomato sandwich cheese aur tamatar ke sandwich,318,True
food_nutrition_query,Is Cheese and tomato sandwich (Cheese aur tamatar ke sandwich) healthy?,"For detailed nutritional information about Cheese and tomato sandwich (Cheese aur tamatar ke sandwich), check our food database which has calories, protein, carbs, fats, fiber, sodium, calcium, iron, and vitamin content per 100g serving. Ask me: 'calories in [food name]' or 'protein in [food name]' for specific data.",is cheese and tomato sandwich cheese aur tamatar ke sandwich healthy,318,True
food_nutrition_query,Nutrition facts of Cheese and tomato sandwich (Cheese aur tamatar ke sandwich),"For detailed nutritional information about Cheese and tomato sandwich (Cheese aur tamatar ke sandwich), check our food database which has calories, protein, carbs, fats, fiber, sodium, calcium, iron, and vitamin content per 100g serving. Ask me: 'calories in [food name]' or 'protein in [food name]' for specific data.",nutrition facts of cheese and tomato sandwich cheese aur tamatar ke sandwich,318,True
food_nutrition_query,How much protein is in Cheese and tomato sandwich (Cheese aur tamatar ke sandwich)?,"For detailed nutritional information about How much protein is in Cheese and tomato sandwich (Cheese aur tamatar ke sandwich), check our food database which has calories, protein, carbs, fats, fiber, sodium, calcium, iron, and vitamin content per 100g serving. Ask me: 'calories in [food name]' or 'protein in [food name]' for specific data.",how much protein is in cheese and tomato sandwich cheese aur tamatar ke sandwich,341,True
